round,group,token_count,supported_token_count,unsupported_token_count,class_count,supported_class_count,averaging,supported_fraction,nonholder_exists_given_supported,nonholder_positive_share_given_supported,nonholder_candidate_share_given_supported
40,non_tail80,1443,1442,1,80,80,class_equal,0.9993055555555556,0.9692033214292352,0.32933741627494506,0.39874999999999994
41,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9576158940397351,0.3086798417061259,0.37984547461368656
41,all,1516,1510,6,100,100,class_equal,0.9921752136752136,0.9699217762320737,0.4361213459966329,0.4946666666666666
41,tail20,73,71,2,20,20,token_equal,0.9726027397260274,1.0,0.8675045767442842,0.8718309859154929
41,tail20,73,71,2,20,20,class_equal,0.975,1.0,0.8698715701258944,0.8783333333333333
41,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9555246699096595,0.28110753024837104,0.3555709983785036
41,non_tail80,1443,1439,4,80,80,class_equal,0.9964690170940169,0.9624022202900921,0.32768378996431735,0.39874999999999994
42,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9682539682539683,0.31599637062581715,0.38033509700176366
42,all,1516,1512,4,100,100,class_equal,0.995968253968254,0.9737391907210861,0.440146909696946,0.4946666666666666
42,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8515741275434462,0.8722222222222223
42,tail20,73,72,1,20,20,class_equal,0.99,0.9775,0.8596118253231377,0.8783333333333333
42,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9680555555555556,0.2892174827799357,0.35574074074074075
42,non_tail80,1443,1440,3,80,80,class_equal,0.9974603174603175,0.9727989884013575,0.33528068079039797,0.39874999999999994
43,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9662027833001988,0.3159274728204111,0.37967749061188427
43,all,1516,1509,7,100,100,class_equal,0.9904126984126984,0.973054305415996,0.43964081204521316,0.4946666666666666
43,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9857142857142858,0.8475795515453741,0.8723809523809525
43,tail20,73,70,3,20,20,class_equal,0.9650000000000001,0.9875,0.8533783786011842,0.8783333333333333
43,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9652536483669215,0.2900653147170425,0.35570998378503593
43,non_tail80,1443,1439,4,80,80,class_equal,0.9967658730158728,0.969442881769995,0.3362064204062204,0.39874999999999994
44,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9669093315684977,0.308888055626645,0.3796161482461945
44,all,1516,1511,5,100,100,class_equal,0.990611111111111,0.9750486005922605,0.4367256829180918,0.4946666666666666
44,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9857142857142858,0.8669167783269178,0.871904761904762
44,tail20,73,70,3,20,20,class_equal,0.9608333333333334,0.9875,0.8722404626354525,0.8783333333333333
44,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.9659958362248439,0.28178048408672896,0.3557020587554938
44,non_tail80,1443,1441,2,80,80,class_equal,0.9980555555555555,0.9719357507403256,0.32784698798875167,0.39874999999999994
45,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9741379310344828,0.3135803565350027,0.3795755968169761
45,all,1516,1508,8,100,100,class_equal,0.9883696581196582,0.9789261451278614,0.43861118394425985,0.4946666666666666
45,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9714285714285714,0.844301869489864,0.8714285714285714
45,tail20,73,70,3,20,20,class_equal,0.9583333333333333,0.9775,0.853090400878234,0.8783333333333333
45,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9742698191933241,0.2877455123716924,0.35563282336578583
45,non_tail80,1443,1438,5,80,80,class_equal,0.9958787393162393,0.9792826814098265,0.3349913797107664,0.39874999999999994
46,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.969596827495043,0.3163142511937167,0.38025996915620175
46,all,1516,1513,3,100,100,class_equal,0.9959444444444443,0.9755305262539816,0.4395844699148649,0.4946666666666666
46,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.850893113749852,0.8717592592592595
46,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8554668466459093,0.8783333333333333
46,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.9694656488549618,0.2896038569508008,0.3557020587554938
46,non_tail80,1443,1441,2,80,80,class_equal,0.9980555555555555,0.9750381578174772,0.3356138757321038,0.39874999999999994
47,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9715043074884029,0.32195103678759257,0.3798321184007069
47,all,1516,1509,7,100,100,class_equal,0.9920933423301844,0.9781363286409726,0.44471507675910055,0.4946666666666666
47,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.9859154929577465,0.8419266697161035,0.8723004694835681
47,tail20,73,71,2,20,20,class_equal,0.9775,0.9875,0.8481745400377954,0.8783333333333333
47,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9707927677329624,0.29627769190725584,0.3555169216504404
47,non_tail80,1443,1438,5,80,80,class_equal,0.9957416779127305,0.9757954108012157,0.3438502109394269,0.39874999999999994
48,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9695364238410596,0.3060388183558508,0.37962472406181014
48,all,1516,1510,6,100,100,class_equal,0.9908888888888889,0.9763669088772063,0.4326146319023492,0.4946666666666666
48,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9857142857142858,0.8565367736311315,0.8723809523809525
48,tail20,73,70,3,20,20,class_equal,0.9650000000000001,0.9875,0.8602610532145094,0.8783333333333333
48,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.96875,0.2792785010855246,0.3556712962962963
48,non_tail80,1443,1440,3,80,80,class_equal,0.9973611111111111,0.9735836360965079,0.32570302657430916,0.39874999999999994
49,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9728656518861681,0.3066455503074119,0.3802117802779616
49,all,1516,1511,5,100,100,class_equal,0.9939999999999999,0.9771920108283954,0.4334333015865107,0.4946666666666666
49,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8600507486378812,0.8712962962962965
49,tail20,73,72,1,20,20,class_equal,0.9833333333333332,0.9775,0.8645076335685082,0.8783333333333333
49,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9728978457261988,0.27895606157927166,0.35564049108176976
49,non_tail80,1443,1439,4,80,80,class_equal,0.9966666666666665,0.977115013535494,0.32566471859101126,0.39874999999999994
50,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9708994708994709,0.3044580327068967,0.3801146384479718
50,all,1516,1512,4,100,100,class_equal,0.9943418803418802,0.9782696578952873,0.4334302543602664,0.4946666666666666
50,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8675537465862182,0.8712962962962965
50,tail20,73,72,1,20,20,class_equal,0.9833333333333332,0.9875,0.8707431680057874,0.8783333333333333
50,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9701388888888889,0.27630324701293063,0.35555555555555557
50,non_tail80,1443,1440,3,80,80,class_equal,0.9970940170940171,0.9759620723691091,0.32410202594888604,0.39874999999999994
51,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9695767195767195,0.3094808262205926,0.3802248677248677
51,all,1516,1512,4,100,100,class_equal,0.9945555555555555,0.9737674527777503,0.4324303490023491,0.4946666666666666
51,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9583333333333334,0.8360981498023264,0.8712962962962965
51,tail20,73,72,1,20,20,class_equal,0.9833333333333332,0.9650000000000001,0.8407546921280915,0.8783333333333333
51,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9701388888888889,0.2831499600415059,0.3556712962962963
51,non_tail80,1443,1440,3,80,80,class_equal,0.9973611111111111,0.9759593159721878,0.3303492632209135,0.39874999999999994
52,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9662475181998676,0.3142527690775045,0.3805426869622766
52,all,1516,1511,5,100,100,class_equal,0.9946125730994152,0.9735504316663928,0.4377813518697264,0.4946666666666666
52,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8383957322826192,0.8712962962962965
52,tail20,73,72,1,20,20,class_equal,0.9833333333333332,0.9775,0.8425118074369262,0.8783333333333333
52,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.965948575399583,0.28802740886154327,0.3559879545981005
52,non_tail80,1443,1439,4,80,80,class_equal,0.9974323830409357,0.972563039582991,0.33659873797792644,0.39874999999999994
53,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9682329583057577,0.3189818454056069,0.3803220825060666
53,all,1516,1511,5,100,100,class_equal,0.9941207729468599,0.9750238685841661,0.44094842816465685,0.4946666666666666
53,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8328688349638188,0.8712962962962965
53,tail20,73,72,1,20,20,class_equal,0.9833333333333332,0.9775,0.8387104369088962,0.8783333333333333
53,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9680333564975677,0.29326964022965746,0.35575631225388005
53,non_tail80,1443,1439,4,80,80,class_equal,0.9968176328502416,0.9744048357302078,0.34150792597859697,0.39874999999999994
54,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9715796430931923,0.30494752516422935,0.3803260630094734
54,all,1516,1513,3,100,100,class_equal,0.9961752136752137,0.978737057791473,0.43027695339379934,0.4946666666666666
54,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8512302592405393,0.8717592592592595
54,tail20,73,72,1,20,20,class_equal,0.9875,0.9875,0.8510478988806623,0.8783333333333333
54,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.970853573907009,0.277652343447717,0.3557714550080962
54,non_tail80,1443,1441,2,80,80,class_equal,0.998344017094017,0.9765463222393412,0.3250842170220836,0.39874999999999994
55,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9689358889623265,0.30846752152020485,0.38012778144965853
55,all,1516,1513,3,100,100,class_equal,0.9944444444444445,0.9777852470205446,0.43275061881998034,0.4946666666666666
55,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.9859154929577465,0.8408447889442172,0.8718309859154929
55,tail20,73,71,2,20,20,class_equal,0.975,0.99,0.8435136562989729,0.8783333333333333
55,non_tail80,1443,1442,1,80,80,token_equal,0.9993069993069993,0.9680998613037448,0.2822547711824067,0.3559177068885807
55,non_tail80,1443,1442,1,80,80,class_equal,0.9993055555555556,0.9747315587756805,0.33005985945023225,0.39874999999999994
56,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9649238914626076,0.3207676742897185,0.38027796161482463
56,all,1516,1511,5,100,100,class_equal,0.9953625730994152,0.9760394873984792,0.44226140947386894,0.4946666666666666
56,tail20,73,72,1,20,20,token_equal,0.9863013698630136,1.0,0.8373383973980844,0.8722222222222223
56,tail20,73,72,1,20,20,class_equal,0.99,1.0,0.8394996307882255,0.8783333333333333
56,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9631688672689368,0.29492118918631166,0.3556636553161918
56,non_tail80,1443,1439,4,80,80,class_equal,0.9967032163742691,0.970049359248099,0.34295185414527984,0.39874999999999994
57,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9655629139072848,0.3126612941377745,0.38024282560706407
57,all,1516,1510,6,100,100,class_equal,0.9942029914529914,0.9720910828726719,0.43662160866285554,0.4946666666666666
57,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8463158367856471,0.8717592592592595
57,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8520107959608175,0.8783333333333333
57,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9652294853963839,0.285941456119244,0.35563282336578583
57,non_tail80,1443,1438,5,80,80,class_equal,0.9958787393162393,0.97073885359084,0.3327743118383651,0.39874999999999994
58,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9668874172185431,0.31389900178503516,0.3805077262693156
58,all,1516,1510,6,100,100,class_equal,0.9946464646464647,0.973887078839882,0.43553463968323464,0.4946666666666666
58,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8319583956215681,0.8717592592592595
58,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8357232938114587,0.8783333333333333
58,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9666203059805285,0.2879600057097707,0.3559109874826148
58,non_tail80,1443,1438,5,80,80,class_equal,0.9964330808080808,0.9729838485498525,0.33548747615117874,0.39874999999999994
59,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9623015873015873,0.30500265734194476,0.3802689594356261
59,all,1516,1512,4,100,100,class_equal,0.9954797979797979,0.9718551947819111,0.4306371040451056,0.4946666666666666
59,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8541298905922345,0.8717592592592595
59,tail20,73,72,1,20,20,class_equal,0.9875,0.9875,0.8543787205851305,0.8783333333333333
59,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9611111111111111,0.27754629567943023,0.3556944444444445
59,non_tail80,1443,1440,3,80,80,class_equal,0.9974747474747474,0.9679439934773889,0.3247016999100995,0.39874999999999994
60,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9662027833001988,0.3077079271870009,0.38000883587364703
60,all,1516,1509,7,100,100,class_equal,0.991876461988304,0.9736471202477496,0.4323863111763592,0.4946666666666666
60,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.971830985915493,0.834475189951361,0.8718309859154929
60,tail20,73,71,2,20,20,class_equal,0.975,0.9775,0.839300244834235,0.8783333333333333
60,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9659248956884562,0.28169925148723074,0.35572554473806217
60,non_tail80,1443,1438,5,80,80,class_equal,0.9960955774853801,0.972683900309687,0.3306578277618903,0.39874999999999994
61,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9642620780939775,0.3087762624209733,0.38010147804985656
61,all,1516,1511,5,100,100,class_equal,0.9945707070707069,0.9708473635589769,0.4330049974992435,0.4946666666666666
61,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8440794191041312,0.8717592592592595
61,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8457041461908619,0.8783333333333333
61,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9638637943015983,0.28199250475510296,0.3555015056752374
61,non_tail80,1443,1439,4,80,80,class_equal,0.9963383838383837,0.9691842044487211,0.3298302103263388,0.39874999999999994
62,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9655172413793104,0.3226680087168816,0.3803492484526967
62,all,1516,1508,8,100,100,class_equal,0.993620148856991,0.9737695316083187,0.443413362294705,0.4946666666666666
62,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8327740963163242,0.8722222222222223
62,tail20,73,72,1,20,20,class_equal,0.99,0.9875,0.8344305386521507,0.8783333333333333
62,non_tail80,1443,1436,7,80,80,token_equal,0.9951489951489951,0.9644846796657381,0.29709165892080924,0.35568709377901575
62,non_tail80,1443,1436,7,80,80,class_equal,0.9945251860712385,0.9703369145103984,0.3456590682053436,0.39874999999999994
63,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9642384105960264,0.31895948373773236,0.3808167770419426
63,all,1516,1510,6,100,100,class_equal,0.9965292397660818,0.9687233773812821,0.43732440920105703,0.4946666666666666
63,tail20,73,73,0,20,20,token_equal,1.0,0.958904109589041,0.818083828326194,0.8716894977168951
63,tail20,73,73,0,20,20,class_equal,1.0,0.9608333333333334,0.8209979649994168,0.8783333333333333
63,non_tail80,1443,1437,6,80,80,token_equal,0.9958419958419958,0.964509394572025,0.2936038280975391,0.35588030619345856
63,non_tail80,1443,1437,6,80,80,class_equal,0.9956615497076022,0.9706958883932693,0.34140602025146716,0.39874999999999994
64,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9701591511936339,0.31943821734965694,0.37984084880636604
64,all,1516,1508,8,100,100,class_equal,0.9914381313131312,0.9781227356104358,0.4387971265672761,0.4946666666666666
64,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.9859154929577465,0.8270212087790159,0.8723004694835681
64,tail20,73,71,2,20,20,class_equal,0.9775,0.9875,0.827762539556334,0.8783333333333333
64,non_tail80,1443,1437,6,80,80,token_equal,0.9958419958419958,0.9693806541405706,0.2943593082393685,0.3555091626072837
64,non_tail80,1443,1437,6,80,80,class_equal,0.9949226641414143,0.9757784195130448,0.3415557733200118,0.39874999999999994
65,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9636483807005949,0.3202067616000839,0.3808988764044943
65,all,1516,1513,3,100,100,class_equal,0.998501461988304,0.9732042894430767,0.4392330057216206,0.4946666666666666
65,tail20,73,73,0,20,20,token_equal,1.0,0.9863013698630136,0.8232440252418461,0.8716894977168951
65,tail20,73,73,0,20,20,class_equal,1.0,0.9875,0.8244819443994398,0.8783333333333333
65,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9625,0.29470556698491124,0.3560185185185185
65,non_tail80,1443,1440,3,80,80,class_equal,0.9981268274853801,0.9696303618038458,0.34292077105216573,0.39874999999999994
66,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9668874172185431,0.3237216570081901,0.38052980132450326
66,all,1516,1510,6,100,100,class_equal,0.9946757044125465,0.9723530593929336,0.44206063403494866,0.4946666666666666
66,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8204118529445318,0.8717592592592595
66,tail20,73,72,1,20,20,class_equal,0.9875,0.9708333333333332,0.8199349479158101,0.8783333333333333
66,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9666203059805285,0.2988526068639505,0.3559341678256838
66,non_tail80,1443,1438,5,80,80,class_equal,0.9964696305156832,0.9727329909078335,0.34759205556473316,0.39874999999999994
67,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9655172413793104,0.31606212808123824,0.37997347480106103
67,all,1516,1508,8,100,100,class_equal,0.9903131313131314,0.9729727192461746,0.4357670763608678,0.4946666666666666
67,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.971830985915493,0.8271600222646504,0.8713615023474178
67,tail20,73,71,2,20,20,class_equal,0.9708333333333332,0.9775,0.8248092171596522,0.8783333333333333
67,non_tail80,1443,1437,6,80,80,token_equal,0.9958419958419958,0.965205288796103,0.2908095529336932,0.3556947344003712
67,non_tail80,1443,1437,6,80,80,class_equal,0.9951830808080807,0.9718408990577185,0.33850654116117174,0.39874999999999994
68,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9708994708994709,0.31172862000582263,0.3803130511463845
68,all,1516,1512,4,100,100,class_equal,0.995619658119658,0.9769781531397663,0.43461961404921723,0.4946666666666666
68,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8376995007961596,0.8717592592592595
68,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8421637147003878,0.8783333333333333
68,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9708333333333333,0.28543007596630576,0.35574074074074075
68,non_tail80,1443,1440,3,80,80,class_equal,0.9976495726495725,0.9768476914247082,0.3327335888864246,0.39874999999999994
69,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9655172413793104,0.31737272604654154,0.37970822281167105
69,all,1516,1508,8,100,100,class_equal,0.990495148856991,0.9751635565405017,0.4397400600110255,0.4946666666666666
69,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.9859154929577465,0.8402311969894486,0.871830985915493
69,tail20,73,71,2,20,20,class_equal,0.9733333333333334,0.9875,0.8380824497304185,0.8783333333333333
69,non_tail80,1443,1437,6,80,80,token_equal,0.9958419958419958,0.964509394572025,0.29153907856084466,0.35539318023660404
69,non_tail80,1443,1437,6,80,80,class_equal,0.9947856027379054,0.9720794456756272,0.3401544625811772,0.39874999999999994
70,all,1516,1515,1,100,100,token_equal,0.9993403693931399,0.9617161716171617,0.3252685288707599,0.38059405940594054
70,all,1516,1515,1,100,100,class_equal,0.9990000000000001,0.9658395500761634,0.43854887243349994,0.4946666666666666
70,tail20,73,73,0,20,20,token_equal,1.0,0.958904109589041,0.8091585723366896,0.8716894977168951
70,tail20,73,73,0,20,20,class_equal,1.0,0.9608333333333334,0.8067094444183083,0.8783333333333333
70,non_tail80,1443,1442,1,80,80,token_equal,0.9993069993069993,0.9618585298196949,0.30077201488115324,0.35573277854831253
70,non_tail80,1443,1442,1,80,80,class_equal,0.99875,0.9670911042618708,0.3465087294372979,0.39874999999999994
71,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9668654738237243,0.3187383853336376,0.37956704219129667
71,all,1516,1509,7,100,100,class_equal,0.9892853535353535,0.975668403831104,0.43985480035980246,0.4946666666666666
71,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9857142857142858,0.8341752270535983,0.8719047619047618
71,tail20,73,70,3,20,20,class_equal,0.9608333333333334,0.9875,0.832079115530911,0.8783333333333333
71,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.965948575399583,0.2936650156877743,0.3556173268473477
71,non_tail80,1443,1439,4,80,80,class_equal,0.9963983585858586,0.97271050478888,0.3417987215670254,0.39874999999999994
72,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9689358889623265,0.3134922742846722,0.38070059484467944
72,all,1516,1513,3,100,100,class_equal,0.9980277777777777,0.9749713952840955,0.436657743931205,0.4946666666666666
72,tail20,73,73,0,20,20,token_equal,1.0,0.9726027397260274,0.8397505949314361,0.8716894977168951
72,tail20,73,73,0,20,20,class_equal,1.0,0.9775,0.8433768889927068,0.8783333333333333
72,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.96875,0.28681390108521815,0.3558101851851851
72,non_tail80,1443,1440,3,80,80,class_equal,0.9975347222222222,0.9743392441051192,0.3349779576658296,0.39874999999999994
73,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9629384513567174,0.31546619971130063,0.37992499448488853
73,all,1516,1511,5,100,100,class_equal,0.9920847953216375,0.9715271185018897,0.43558019703516215,0.4946666666666666
73,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.971830985915493,0.8219501550111573,0.8713615023474178
73,tail20,73,71,2,20,20,class_equal,0.9708333333333332,0.9775,0.8196920624478123,0.8783333333333333
73,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9625,0.29049372691526604,0.3556944444444444
73,non_tail80,1443,1440,3,80,80,class_equal,0.9973976608187135,0.9700338981273621,0.3395522306819997,0.39874999999999994
74,all,1516,1508,8,100,100,token_equal,0.9947229551451188,0.9622015915119363,0.3210543901770478,0.3794429708222812
74,all,1516,1508,8,100,100,class_equal,0.988620148856991,0.9726191191511657,0.4407096767060078,0.4946666666666666
74,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9857142857142858,0.8328219766698856,0.8719047619047618
74,tail20,73,70,3,20,20,class_equal,0.9608333333333334,0.9875,0.8274480087722346,0.8783333333333333
74,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.96105702364395,0.29614219890131854,0.3554705609643023
74,non_tail80,1443,1438,5,80,80,class_equal,0.9955668527379054,0.9688988989389571,0.3440250936894511,0.39874999999999994
75,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9695162359178264,0.30764326102626327,0.3798983874530594
75,all,1516,1509,7,100,100,class_equal,0.990849946836789,0.9766332979462271,0.4313501137204442,0.4946666666666666
75,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.971830985915493,0.8357602590103904,0.8713615023474178
75,tail20,73,71,2,20,20,class_equal,0.9708333333333332,0.9775,0.8363019043349537,0.8783333333333333
75,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9694019471488178,0.28156794332329177,0.3556328233657858
75,non_tail80,1443,1438,5,80,80,class_equal,0.9958541002126529,0.9764166224327839,0.3301121660668168,0.39874999999999994
76,all,1516,1510,6,100,100,token_equal,0.996042216358839,0.9622516556291391,0.31319029809899873,0.37942604856512147
76,all,1516,1510,6,100,100,class_equal,0.9892020202020201,0.9713522620781202,0.4343812002802736,0.4946666666666666
76,tail20,73,70,3,20,20,token_equal,0.958904109589041,0.9714285714285714,0.8249515560883692,0.8714285714285714
76,tail20,73,70,3,20,20,class_equal,0.9583333333333333,0.9775,0.8239811538152402,0.8783333333333333
76,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9618055555555556,0.2883130147245154,0.35550925925925925
76,non_tail80,1443,1440,3,80,80,class_equal,0.9969191919191918,0.9698153275976502,0.336981211896532,0.39874999999999994
77,all,1516,1514,2,100,100,token_equal,0.9986807387862797,0.9636723910171731,0.32104987330324897,0.3809114927344782
77,all,1516,1514,2,100,100,class_equal,0.9990570175438598,0.9695322277201568,0.4403450276782979,0.4946666666666666
77,tail20,73,73,0,20,20,token_equal,1.0,0.958904109589041,0.8250013560339187,0.8716894977168951
77,tail20,73,73,0,20,20,class_equal,1.0,0.9608333333333334,0.8257253322249032,0.8783333333333333
77,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.963913948646773,0.2955200618949638,0.3560490400185056
77,non_tail80,1443,1441,2,80,80,class_equal,0.9988212719298246,0.9717069513168628,0.34399995154164664,0.39874999999999994
78,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9643093192333113,0.3171806082041509,0.3804362194315928
78,all,1516,1513,3,100,100,class_equal,0.9976262626262627,0.9742734233242814,0.4378162882309198,0.4946666666666666
78,tail20,73,73,0,20,20,token_equal,1.0,0.9863013698630136,0.838813957989213,0.8716894977168951
78,tail20,73,73,0,20,20,class_equal,1.0,0.99,0.8391189925578999,0.8783333333333333
78,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9631944444444445,0.2907366953331026,0.35553240740740744
78,non_tail80,1443,1440,3,80,80,class_equal,0.9970328282828284,0.9703417791553518,0.33749061214917464,0.39874999999999994
79,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9735274652547982,0.3193280880109915,0.3803882638429296
79,all,1516,1511,5,100,100,class_equal,0.9950014619883041,0.9785421032311191,0.43776228087064306,0.4946666666666666
79,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.8109258615393632,0.8717592592592595
79,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8156952671718336,0.8783333333333333
79,non_tail80,1443,1439,4,80,80,token_equal,0.9972279972279973,0.9735927727588604,0.29473111810547187,0.3558026407227241
79,non_tail80,1443,1439,4,80,80,class_equal,0.9968768274853801,0.9788026290388991,0.34327903429534523,0.39874999999999994
80,all,1516,1509,7,100,100,token_equal,0.9953825857519789,0.9648774022531478,0.3223817949950389,0.3802297327148222
80,all,1516,1509,7,100,100,class_equal,0.9936277246145667,0.9736355873235163,0.4384388449195839,0.4946666666666666
80,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9722222222222222,0.7994662133747737,0.8717592592592595
80,tail20,73,72,1,20,20,class_equal,0.9875,0.9775,0.8030735382214298,0.8783333333333333
80,non_tail80,1443,1437,6,80,80,token_equal,0.9958419958419958,0.964509394572025,0.2984777740323799,0.3556019485038274
80,non_tail80,1443,1437,6,80,80,class_equal,0.9951596557682084,0.9726694841543957,0.34728017159412244,0.39874999999999994
81,all,1516,1515,1,100,100,token_equal,0.9993403693931399,0.9663366336633663,0.317551931543277,0.38046204620462043
81,all,1516,1515,1,100,100,class_equal,0.9975,0.9764754091001803,0.43532625084297044,0.4946666666666666
81,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8127583242950206,0.8717592592592595
81,tail20,73,72,1,20,20,class_equal,0.9875,0.9875,0.8141547364922923,0.8783333333333333
