method,partition,round,overall,tail
S,noniid-labeldir-fine,99,71.24,72.05
S,noniid-labeldir-fine,100,71.22,72.0
Full-1,client-longtail,0,64.95,66.35
Full-1,client-longtail,1,64.98,66.35
Full-1,client-longtail,2,65.04,66.45
Full-1,client-longtail,3,65.13,66.65
Full-1,client-longtail,4,65.27,66.65
Full-1,client-longtail,5,65.54,67.05
Full-1,client-longtail,6,65.77,67.5
Full-1,client-longtail,7,66.07,67.9
Full-1,client-longtail,8,66.31,68.2
Full-1,client-longtail,9,66.59,68.3
Full-1,client-longtail,10,66.85,68.4
Full-1,client-longtail,11,67.11,68.75
Full-1,client-longtail,12,67.29,68.9
Full-1,client-longtail,13,67.42,69.2
Full-1,client-longtail,14,67.73,69.75
Full-1,client-longtail,15,67.9,70.0
Full-1,client-longtail,16,67.97,69.95
Full-1,client-longtail,17,68.03,70.0
Full-1,client-longtail,18,68.11,70.05
Full-1,client-longtail,19,68.23,70.05
Full-1,client-longtail,20,68.28,70.25
Full-1,client-longtail,21,68.39,70.25
Full-1,client-longtail,22,68.5,70.4
Full-1,client-longtail,23,68.49,70.4
Full-1,client-longtail,24,68.58,70.55
Full-1,client-longtail,25,68.68,70.55
Full-1,client-longtail,26,68.76,70.6
Full-1,client-longtail,27,68.84,70.7
Full-1,client-longtail,28,68.9,70.75
Full-1,client-longtail,29,69.05,70.85
Full-1,client-longtail,30,69.07,70.85
Full-1,client-longtail,31,69.19,71.0
Full-1,client-longtail,32,69.26,71.1
Full-1,client-longtail,33,69.23,70.95
Full-1,client-longtail,34,69.27,70.85
Full-1,client-longtail,35,69.37,71.05
Full-1,client-longtail,36,69.45,71.05
Full-1,client-longtail,37,69.55,71.1
Full-1,client-longtail,38,69.63,71.05
Full-1,client-longtail,39,69.72,71.1
Full-1,client-longtail,40,69.8,71.15
Full-1,client-longtail,41,69.89,71.1
Full-1,client-longtail,42,70.01,71.25
Full-1,client-longtail,43,70.04,71.3
Full-1,client-longtail,44,70.14,71.45
Full-1,client-longtail,45,70.24,71.6
Full-1,client-longtail,46,70.27,71.75
Full-1,client-longtail,47,70.28,71.75
Full-1,client-longtail,48,70.33,71.8
Full-1,client-longtail,49,70.36,71.8
Full-1,client-longtail,50,70.34,71.7
Full-1,client-longtail,51,70.33,71.6
Full-1,client-longtail,52,70.32,71.5
Full-1,client-longtail,53,70.4,71.5
Full-1,client-longtail,54,70.39,71.35
Full-1,client-longtail,55,70.4,71.3
Full-1,client-longtail,56,70.38,71.3
Full-1,client-longtail,57,70.48,71.35
Full-1,client-longtail,58,70.41,71.2
Full-1,client-longtail,59,70.42,71.1
Full-1,client-longtail,60,70.42,71.05
Full-1,client-longtail,61,70.41,71.05
Full-1,client-longtail,62,70.44,71.0
Full-1,client-longtail,63,70.39,70.8
Full-1,client-longtail,64,70.49,70.8
Full-1,client-longtail,65,70.55,70.9
Full-1,client-longtail,66,70.56,70.85
Full-1,client-longtail,67,70.54,70.6
Full-1,client-longtail,68,70.53,70.55
Full-1,client-longtail,69,70.57,70.55
Full-1,client-longtail,70,70.57,70.45
Full-1,client-longtail,71,70.6,70.4
Full-1,client-longtail,72,70.59,70.3
Full-1,client-longtail,73,70.63,70.25
Full-1,client-longtail,74,70.66,70.25
Full-1,client-longtail,75,70.7,70.2
Full-1,client-longtail,76,70.73,70.1
Full-1,client-longtail,77,70.7,69.85
Full-1,client-longtail,78,70.69,69.85
Full-1,client-longtail,79,70.68,69.7
Full-1,client-longtail,80,70.67,69.65
Full-1,client-longtail,81,70.66,69.5
Full-1,client-longtail,82,70.7,69.35
Full-1,client-longtail,83,70.73,69.35
Full-1,client-longtail,84,70.7,69.05
Full-1,client-longtail,85,70.77,68.95
Full-1,client-longtail,86,70.81,69.0
Full-1,client-longtail,87,70.81,69.0
Full-1,client-longtail,88,70.81,69.05
Full-1,client-longtail,89,70.88,69.1
Full-1,client-longtail,90,70.88,68.95
Full-1,client-longtail,91,70.93,68.9
Full-1,client-longtail,92,70.96,68.85
Full-1,client-longtail,93,70.99,68.8
Full-1,client-longtail,94,71.0,68.8
Full-1,client-longtail,95,71.01,68.85
Full-1,client-longtail,96,70.99,68.75
Full-1,client-longtail,97,70.98,68.6
Full-1,client-longtail,98,70.99,68.55
Full-1,client-longtail,99,71.01,68.6
Full-1,client-longtail,100,71.05,68.6
Full-3,client-longtail,0,64.95,66.35
Full-3,client-longtail,1,64.98,66.35
Full-3,client-longtail,2,65.04,66.45
Full-3,client-longtail,3,65.13,66.65
Full-3,client-longtail,4,65.27,66.65
Full-3,client-longtail,5,65.54,67.05
Full-3,client-longtail,6,65.77,67.5
Full-3,client-longtail,7,66.07,67.9
Full-3,client-longtail,8,66.31,68.2
Full-3,client-longtail,9,66.59,68.3
Full-3,client-longtail,10,66.85,68.4
Full-3,client-longtail,11,67.11,68.75
Full-3,client-longtail,12,67.29,68.9
Full-3,client-longtail,13,67.42,69.2
Full-3,client-longtail,14,67.73,69.75
Full-3,client-longtail,15,67.87,69.95
Full-3,client-longtail,16,67.98,70.0
Full-3,client-longtail,17,68.03,70.0
Full-3,client-longtail,18,68.13,70.05
Full-3,client-longtail,19,68.22,70.05
Full-3,client-longtail,20,68.31,70.25
Full-3,client-longtail,21,68.41,70.25
Full-3,client-longtail,22,68.5,70.4
Full-3,client-longtail,23,68.52,70.4
Full-3,client-longtail,24,68.57,70.55
Full-3,client-longtail,25,68.67,70.55
Full-3,client-longtail,26,68.71,70.55
Full-3,client-longtail,27,68.81,70.7
Full-3,client-longtail,28,68.91,70.8
Full-3,client-longtail,29,68.96,70.75
Full-3,client-longtail,30,69.06,70.9
Full-3,client-longtail,31,69.15,70.95
Full-3,client-longtail,32,69.26,71.05
Full-3,client-longtail,33,69.27,71.05
Full-3,client-longtail,34,69.27,70.95
Full-3,client-longtail,35,69.32,70.9
Full-3,client-longtail,36,69.44,71.15
Full-3,client-longtail,37,69.52,71.2
Full-3,client-longtail,38,69.6,71.15
Full-3,client-longtail,39,69.66,71.1
Full-3,client-longtail,40,69.74,71.1
Full-3,client-longtail,41,69.79,71.15
Full-3,client-longtail,42,69.92,71.15
Full-3,client-longtail,43,70.01,71.35
Full-3,client-longtail,44,70.08,71.35
Full-3,client-longtail,45,70.17,71.5
Full-3,client-longtail,46,70.23,71.5
Full-3,client-longtail,47,70.26,71.6
Full-3,client-longtail,48,70.3,71.65
Full-3,client-longtail,49,70.34,71.75
Full-3,client-longtail,50,70.33,71.6
Full-3,client-longtail,51,70.36,71.65
Full-3,client-longtail,52,70.33,71.65
Full-3,client-longtail,53,70.31,71.5
Full-3,client-longtail,54,70.35,71.55
Full-3,client-longtail,55,70.39,71.55
Full-3,client-longtail,56,70.37,71.4
Full-3,client-longtail,57,70.38,71.35
Full-3,client-longtail,58,70.42,71.35
Full-3,client-longtail,59,70.46,71.3
Full-3,client-longtail,60,70.47,71.2
Full-3,client-longtail,61,70.45,71.15
Full-3,client-longtail,62,70.46,71.15
Full-3,client-longtail,63,70.43,71.1
Full-3,client-longtail,64,70.42,71.05
Full-3,client-longtail,65,70.4,70.85
Full-3,client-longtail,66,70.4,70.85
Full-3,client-longtail,67,70.54,70.9
Full-3,client-longtail,68,70.54,70.8
Full-3,client-longtail,69,70.6,70.85
Full-3,client-longtail,70,70.6,70.85
Full-3,client-longtail,71,70.56,70.85
Full-3,client-longtail,72,70.6,70.75
Full-3,client-longtail,73,70.62,70.65
Full-3,client-longtail,74,70.64,70.55
Full-3,client-longtail,75,70.63,70.35
Full-3,client-longtail,76,70.64,70.3
Full-3,client-longtail,77,70.68,70.2
Full-3,client-longtail,78,70.68,70.1
Full-3,client-longtail,79,70.68,70.1
Full-3,client-longtail,80,70.69,70.05
Full-3,client-longtail,81,70.73,70.1
Full-3,client-longtail,82,70.72,70.05
Full-3,client-longtail,83,70.71,69.9
Full-3,client-longtail,84,70.69,69.7
Full-3,client-longtail,85,70.7,69.6
Full-3,client-longtail,86,70.71,69.55
Full-3,client-longtail,87,70.72,69.5
Full-3,client-longtail,88,70.71,69.45
Full-3,client-longtail,89,70.72,69.3
Full-3,client-longtail,90,70.78,69.25
Full-3,client-longtail,91,70.81,69.25
Full-3,client-longtail,92,70.88,69.3
Full-3,client-longtail,93,70.85,69.15
Full-3,client-longtail,94,70.85,69.1
Full-3,client-longtail,95,70.87,69.15
Full-3,client-longtail,96,70.87,69.1
Full-3,client-longtail,97,70.88,69.0
Full-3,client-longtail,98,70.93,69.05
Full-3,client-longtail,99,70.92,69.05
Full-3,client-longtail,100,70.9,68.95
Full-10,client-longtail,0,64.95,66.35
Full-10,client-longtail,1,64.98,66.35
Full-10,client-longtail,2,65.04,66.45
Full-10,client-longtail,3,65.13,66.65
Full-10,client-longtail,4,65.27,66.65
Full-10,client-longtail,5,65.54,67.05
Full-10,client-longtail,6,65.77,67.5
Full-10,client-longtail,7,66.07,67.9
Full-10,client-longtail,8,66.31,68.2
Full-10,client-longtail,9,66.59,68.3
Full-10,client-longtail,10,66.84,68.4
Full-10,client-longtail,11,67.11,68.75
Full-10,client-longtail,12,67.29,68.9
Full-10,client-longtail,13,67.41,69.2
Full-10,client-longtail,14,67.74,69.7
Full-10,client-longtail,15,67.86,69.95
Full-10,client-longtail,16,68.0,70.05
Full-10,client-longtail,17,68.05,70.05
Full-10,client-longtail,18,68.07,70.1
Full-10,client-longtail,19,68.23,70.1
Full-10,client-longtail,20,68.26,70.25
Full-10,client-longtail,21,68.4,70.25
Full-10,client-longtail,22,68.48,70.35
Full-10,client-longtail,23,68.52,70.45
Full-10,client-longtail,24,68.55,70.5
Full-10,client-longtail,25,68.63,70.55
Full-10,client-longtail,26,68.68,70.5
Full-10,client-longtail,27,68.75,70.55
Full-10,client-longtail,28,68.82,70.65
Full-10,client-longtail,29,68.89,70.6
Full-10,client-longtail,30,68.97,70.8
Full-10,client-longtail,31,69.04,70.8
Full-10,client-longtail,32,69.08,70.8
Full-10,client-longtail,33,69.2,70.9
Full-10,client-longtail,34,69.25,70.95
Full-10,client-longtail,35,69.32,70.95
Full-10,client-longtail,36,69.34,70.95
Full-10,client-longtail,37,69.39,71.05
Full-10,client-longtail,38,69.45,71.1
Full-10,client-longtail,39,69.53,71.1
Full-10,client-longtail,40,69.59,71.2
Full-10,client-longtail,41,69.64,71.15
Full-10,client-longtail,42,69.69,71.1
Full-10,client-longtail,43,69.76,71.15
Full-10,client-longtail,44,69.8,71.2
Full-10,client-longtail,45,69.84,71.2
Full-10,client-longtail,46,69.92,71.2
Full-10,client-longtail,47,69.96,71.15
Full-10,client-longtail,48,70.02,71.3
Full-10,client-longtail,49,70.1,71.4
Full-10,client-longtail,50,70.12,71.3
Full-10,client-longtail,51,70.15,71.3
Full-10,client-longtail,52,70.14,71.25
Full-10,client-longtail,53,70.23,71.25
Full-10,client-longtail,54,70.21,71.25
Full-10,client-longtail,55,70.23,71.3
Full-10,client-longtail,56,70.21,71.3
Full-10,client-longtail,57,70.27,71.4
Full-10,client-longtail,58,70.24,71.45
Full-10,client-longtail,59,70.24,71.5
Full-10,client-longtail,60,70.22,71.45
Full-10,client-longtail,61,70.26,71.5
Full-10,client-longtail,62,70.28,71.5
Full-10,client-longtail,63,70.29,71.5
Full-10,client-longtail,64,70.34,71.55
Full-10,client-longtail,65,70.35,71.5
Full-10,client-longtail,66,70.33,71.5
Full-10,client-longtail,67,70.34,71.5
Full-10,client-longtail,68,70.33,71.4
Full-10,client-longtail,69,70.32,71.4
Full-10,client-longtail,70,70.41,71.4
Full-10,client-longtail,71,70.42,71.45
Full-10,client-longtail,72,70.4,71.4
Full-10,client-longtail,73,70.41,71.4
Full-10,client-longtail,74,70.41,71.35
Full-10,client-longtail,75,70.38,71.3
Full-10,client-longtail,76,70.4,71.3
Full-10,client-longtail,77,70.41,71.35
Full-10,client-longtail,78,70.42,71.35
Full-10,client-longtail,79,70.43,71.35
Full-10,client-longtail,80,70.47,71.35
Full-10,client-longtail,81,70.47,71.3
Full-10,client-longtail,82,70.47,71.25
Full-10,client-longtail,83,70.5,71.25
Full-10,client-longtail,84,70.52,71.25
Full-10,client-longtail,85,70.53,71.25
Full-10,client-longtail,86,70.51,71.15
Full-10,client-longtail,87,70.53,71.15
Full-10,client-longtail,88,70.51,71.05
Full-10,client-longtail,89,70.53,71.05
Full-10,client-longtail,90,70.53,71.05
Full-10,client-longtail,91,70.58,71.1
Full-10,client-longtail,92,70.61,71.1
Full-10,client-longtail,93,70.62,71.1
Full-10,client-longtail,94,70.59,70.95
Full-10,client-longtail,95,70.61,71.0
Full-10,client-longtail,96,70.6,70.95
Full-10,client-longtail,97,70.65,70.95
Full-10,client-longtail,98,70.62,70.85
Full-10,client-longtail,99,70.65,70.85
Full-10,client-longtail,100,70.67,70.85
Current-10,client-longtail,0,64.95,66.35
Current-10,client-longtail,1,64.98,66.35
Current-10,client-longtail,2,65.04,66.45
Current-10,client-longtail,3,65.13,66.65
Current-10,client-longtail,4,65.27,66.65
Current-10,client-longtail,5,65.54,67.05
Current-10,client-longtail,6,65.77,67.5
Current-10,client-longtail,7,66.07,67.9
Current-10,client-longtail,8,66.31,68.2
Current-10,client-longtail,9,66.59,68.3
Current-10,client-longtail,10,66.84,68.4
Current-10,client-longtail,11,67.11,68.75
Current-10,client-longtail,12,67.29,68.9
Current-10,client-longtail,13,67.41,69.2
Current-10,client-longtail,14,67.74,69.7
Current-10,client-longtail,15,67.86,69.95
Current-10,client-longtail,16,68.0,70.05
Current-10,client-longtail,17,68.05,70.05
Current-10,client-longtail,18,68.09,70.1
Current-10,client-longtail,19,68.23,70.1
Current-10,client-longtail,20,68.25,70.2
Current-10,client-longtail,21,68.4,70.25
Current-10,client-longtail,22,68.48,70.35
Current-10,client-longtail,23,68.53,70.45
Current-10,client-longtail,24,68.54,70.5
Current-10,client-longtail,25,68.67,70.6
Current-10,client-longtail,26,68.67,70.5
Current-10,client-longtail,27,68.8,70.65
Current-10,client-longtail,28,68.86,70.7
Current-10,client-longtail,29,68.94,70.7
Current-10,client-longtail,30,69.08,70.95
Current-10,client-longtail,31,69.09,70.85
Current-10,client-longtail,32,69.25,71.05
Current-10,client-longtail,33,69.26,71.05
Current-10,client-longtail,34,69.25,70.95
Current-10,client-longtail,35,69.29,70.9
Current-10,client-longtail,36,69.41,71.1
Current-10,client-longtail,37,69.49,71.15
Current-10,client-longtail,38,69.56,71.1
Current-10,client-longtail,39,69.68,71.1
Current-10,client-longtail,40,69.75,71.1
Current-10,client-longtail,41,69.84,71.15
Current-10,client-longtail,42,69.95,71.15
Current-10,client-longtail,43,70.04,71.3
Current-10,client-longtail,44,70.03,71.35
Current-10,client-longtail,45,70.21,71.55
Current-10,client-longtail,46,70.22,71.6
Current-10,client-longtail,47,70.27,71.65
Current-10,client-longtail,48,70.31,71.8
Current-10,client-longtail,49,70.3,71.8
Current-10,client-longtail,50,70.36,71.8
Current-10,client-longtail,51,70.34,71.65
Current-10,client-longtail,52,70.32,71.55
Current-10,client-longtail,53,70.35,71.5
Current-10,client-longtail,54,70.39,71.5
Current-10,client-longtail,55,70.4,71.35
Current-10,client-longtail,56,70.4,71.25
Current-10,client-longtail,57,70.42,71.3
Current-10,client-longtail,58,70.49,71.35
Current-10,client-longtail,59,70.43,71.2
Current-10,client-longtail,60,70.46,71.1
Current-10,client-longtail,61,70.43,71.1
Current-10,client-longtail,62,70.44,71.05
Current-10,client-longtail,63,70.42,70.9
Current-10,client-longtail,64,70.45,70.85
Current-10,client-longtail,65,70.48,70.8
Current-10,client-longtail,66,70.5,70.85
Current-10,client-longtail,67,70.53,70.7
Current-10,client-longtail,68,70.54,70.6
Current-10,client-longtail,69,70.52,70.55
Current-10,client-longtail,70,70.56,70.55
Current-10,client-longtail,71,70.6,70.5
Current-10,client-longtail,72,70.57,70.35
Current-10,client-longtail,73,70.62,70.3
Current-10,client-longtail,74,70.62,70.2
Current-10,client-longtail,75,70.67,70.25
Current-10,client-longtail,76,70.67,70.2
Current-10,client-longtail,77,70.67,70.0
Current-10,client-longtail,78,70.72,70.0
Current-10,client-longtail,79,70.7,69.9
Current-10,client-longtail,80,70.67,69.65
Current-10,client-longtail,81,70.67,69.65
Current-10,client-longtail,82,70.66,69.5
Current-10,client-longtail,83,70.68,69.4
Current-10,client-longtail,84,70.7,69.3
Current-10,client-longtail,85,70.72,69.05
Current-10,client-longtail,86,70.76,68.9
Current-10,client-longtail,87,70.79,68.9
Current-10,client-longtail,88,70.81,69.0
Current-10,client-longtail,89,70.81,69.0
Current-10,client-longtail,90,70.84,68.95
Current-10,client-longtail,91,70.86,68.9
Current-10,client-longtail,92,70.94,69.05
Current-10,client-longtail,93,70.93,68.8
Current-10,client-longtail,94,70.98,68.8
Current-10,client-longtail,95,71.03,68.85
Current-10,client-longtail,96,71.04,68.8
Current-10,client-longtail,97,70.99,68.65
Current-10,client-longtail,98,70.99,68.6
Current-10,client-longtail,99,71.02,68.6
Current-10,client-longtail,100,71.0,68.55
Flat-10,client-longtail,0,64.95,66.35
Flat-10,client-longtail,1,64.98,66.35
Flat-10,client-longtail,2,65.04,66.45
Flat-10,client-longtail,3,65.13,66.65
Flat-10,client-longtail,4,65.27,66.65
Flat-10,client-longtail,5,65.54,67.05
Flat-10,client-longtail,6,65.77,67.5
Flat-10,client-longtail,7,66.07,67.9
Flat-10,client-longtail,8,66.31,68.2
Flat-10,client-longtail,9,66.59,68.3
Flat-10,client-longtail,10,66.85,68.4
Flat-10,client-longtail,11,67.11,68.75
Flat-10,client-longtail,12,67.29,68.9
Flat-10,client-longtail,13,67.42,69.2
Flat-10,client-longtail,14,67.73,69.75
Flat-10,client-longtail,15,67.88,69.95
Flat-10,client-longtail,16,67.98,70.0
Flat-10,client-longtail,17,68.03,70.0
Flat-10,client-longtail,18,68.13,70.05
Flat-10,client-longtail,19,68.22,70.05
Flat-10,client-longtail,20,68.3,70.25
Flat-10,client-longtail,21,68.41,70.25
Flat-10,client-longtail,22,68.5,70.4
Flat-10,client-longtail,23,68.51,70.4
Flat-10,client-longtail,24,68.57,70.55
Flat-10,client-longtail,25,68.67,70.55
Flat-10,client-longtail,26,68.7,70.55
Flat-10,client-longtail,27,68.8,70.65
Flat-10,client-longtail,28,68.88,70.7
Flat-10,client-longtail,29,68.94,70.75
Flat-10,client-longtail,30,69.06,70.9
Flat-10,client-longtail,31,69.13,70.9
Flat-10,client-longtail,32,69.22,71.0
Flat-10,client-longtail,33,69.26,71.0
Flat-10,client-longtail,34,69.3,71.0
Flat-10,client-longtail,35,69.36,71.0
Flat-10,client-longtail,36,69.42,71.15
Flat-10,client-longtail,37,69.48,71.15
Flat-10,client-longtail,38,69.58,71.15
Flat-10,client-longtail,39,69.66,71.15
Flat-10,client-longtail,40,69.76,71.2
Flat-10,client-longtail,41,69.75,71.2
Flat-10,client-longtail,42,69.83,71.2
Flat-10,client-longtail,43,69.95,71.2
Flat-10,client-longtail,44,70.03,71.25
Flat-10,client-longtail,45,70.07,71.2
Flat-10,client-longtail,46,70.14,71.35
Flat-10,client-longtail,47,70.21,71.45
Flat-10,client-longtail,48,70.29,71.55
Flat-10,client-longtail,49,70.24,71.45
Flat-10,client-longtail,50,70.32,71.6
Flat-10,client-longtail,51,70.29,71.6
Flat-10,client-longtail,52,70.29,71.6
Flat-10,client-longtail,53,70.33,71.6
Flat-10,client-longtail,54,70.35,71.55
Flat-10,client-longtail,55,70.35,71.6
Flat-10,client-longtail,56,70.36,71.55
Flat-10,client-longtail,57,70.38,71.55
Flat-10,client-longtail,58,70.38,71.4
Flat-10,client-longtail,59,70.4,71.45
Flat-10,client-longtail,60,70.42,71.35
Flat-10,client-longtail,61,70.42,71.4
Flat-10,client-longtail,62,70.42,71.2
Flat-10,client-longtail,63,70.44,71.2
Flat-10,client-longtail,64,70.52,71.25
Flat-10,client-longtail,65,70.48,71.2
Flat-10,client-longtail,66,70.47,71.25
Flat-10,client-longtail,67,70.52,71.25
Flat-10,client-longtail,68,70.56,71.3
Flat-10,client-longtail,69,70.5,71.1
Flat-10,client-longtail,70,70.48,71.05
Flat-10,client-longtail,71,70.48,70.95
Flat-10,client-longtail,72,70.49,70.85
Flat-10,client-longtail,73,70.52,70.8
Flat-10,client-longtail,74,70.56,70.75
Flat-10,client-longtail,75,70.58,70.75
Flat-10,client-longtail,76,70.57,70.65
Flat-10,client-longtail,77,70.6,70.65
Flat-10,client-longtail,78,70.65,70.65
Flat-10,client-longtail,79,70.69,70.6
Flat-10,client-longtail,80,70.66,70.6
Flat-10,client-longtail,81,70.69,70.6
Flat-10,client-longtail,82,70.68,70.55
Flat-10,client-longtail,83,70.66,70.5
Flat-10,client-longtail,84,70.65,70.45
Flat-10,client-longtail,85,70.66,70.5
Flat-10,client-longtail,86,70.63,70.4
Flat-10,client-longtail,87,70.67,70.5
Flat-10,client-longtail,88,70.66,70.45
Flat-10,client-longtail,89,70.66,70.35
Flat-10,client-longtail,90,70.68,70.2
Flat-10,client-longtail,91,70.7,70.2
Flat-10,client-longtail,92,70.7,70.1
Flat-10,client-longtail,93,70.69,69.95
Flat-10,client-longtail,94,70.68,69.95
Flat-10,client-longtail,95,70.73,69.9
Flat-10,client-longtail,96,70.77,69.85
Flat-10,client-longtail,97,70.74,69.75
Flat-10,client-longtail,98,70.78,69.75
Flat-10,client-longtail,99,70.78,69.7
Flat-10,client-longtail,100,70.8,69.65
CAPT,client-longtail,1,64.89,68.95
CAPT,client-longtail,2,65.57,69.5
CAPT,client-longtail,3,66.73,69.05
CAPT,client-longtail,4,67.12,68.6
CAPT,client-longtail,5,67.4,68.5
CAPT,client-longtail,6,67.78,69.4
CAPT,client-longtail,7,67.6,70.45
CAPT,client-longtail,8,67.94,68.85
CAPT,client-longtail,9,68.46,69.95
CAPT,client-longtail,10,68.72,70.35
CAPT,client-longtail,11,68.71,71.0
CAPT,client-longtail,12,68.35,68.15
CAPT,client-longtail,13,69.25,69.05
CAPT,client-longtail,14,69.12,67.8
CAPT,client-longtail,15,69.37,66.7
CAPT,client-longtail,16,69.52,68.35
CAPT,client-longtail,17,69.3,66.9
CAPT,client-longtail,18,69.53,68.35
CAPT,client-longtail,19,69.32,67.25
CAPT,client-longtail,20,69.89,68.45
CAPT,client-longtail,21,69.8,68.55
CAPT,client-longtail,22,69.58,67.9
CAPT,client-longtail,23,69.37,68.15
CAPT,client-longtail,24,69.6,67.8
CAPT,client-longtail,25,69.85,66.05
CAPT,client-longtail,26,69.66,66.55
CAPT,client-longtail,27,69.87,67.65
CAPT,client-longtail,28,69.75,65.95
CAPT,client-longtail,29,69.77,65.45
CAPT,client-longtail,30,69.31,65.5
CAPT,client-longtail,31,70.14,66.9
CAPT,client-longtail,32,69.83,66.05
CAPT,client-longtail,33,69.86,65.9
CAPT,client-longtail,34,69.99,66.9
CAPT,client-longtail,35,70.28,68.0
CAPT,client-longtail,36,70.32,67.1
CAPT,client-longtail,37,70.22,66.95
CAPT,client-longtail,38,69.95,66.85
CAPT,client-longtail,39,69.89,66.3
CAPT,client-longtail,40,70.11,66.35
CAPT,client-longtail,41,70.32,66.35
CAPT,client-longtail,42,70.08,65.45
CAPT,client-longtail,43,69.97,65.95
CAPT,client-longtail,44,70.18,65.6
CAPT,client-longtail,45,70.37,66.75
CAPT,client-longtail,46,70.15,65.25
CAPT,client-longtail,47,70.0,65.55
CAPT,client-longtail,48,70.41,66.25
CAPT,client-longtail,49,70.11,65.65
CAPT,client-longtail,50,70.25,65.45
CAPT,client-longtail,51,70.17,65.7
CAPT,client-longtail,52,70.29,66.35
CAPT,client-longtail,53,70.26,65.8
CAPT,client-longtail,54,69.93,66.8
CAPT,client-longtail,55,70.01,65.7
CAPT,client-longtail,56,70.02,65.25
CAPT,client-longtail,57,70.42,65.8
CAPT,client-longtail,58,70.07,65.2
CAPT,client-longtail,59,69.9,65.3
CAPT,client-longtail,60,70.08,66.0
CAPT,client-longtail,61,70.32,65.75
CAPT,client-longtail,62,70.01,64.95
CAPT,client-longtail,63,70.19,65.0
CAPT,client-longtail,64,69.98,63.8
CAPT,client-longtail,65,70.16,65.7
CAPT,client-longtail,66,70.25,66.15
CAPT,client-longtail,67,70.16,65.2
CAPT,client-longtail,68,69.93,64.05
CAPT,client-longtail,69,70.37,65.4
CAPT,client-longtail,70,70.19,64.2
CAPT,client-longtail,71,70.16,64.8
CAPT,client-longtail,72,70.07,63.65
CAPT,client-longtail,73,69.85,63.85
CAPT,client-longtail,74,69.72,62.9
CAPT,client-longtail,75,70.06,63.85
CAPT,client-longtail,76,69.78,63.3
CAPT,client-longtail,77,69.76,64.55
CAPT,client-longtail,78,69.89,65.0
CAPT,client-longtail,79,70.01,64.9
CAPT,client-longtail,80,70.06,64.3
CAPT,client-longtail,81,70.26,64.95
CAPT,client-longtail,82,70.03,65.05
CAPT,client-longtail,83,70.07,65.55
CAPT,client-longtail,84,70.18,64.9
CAPT,client-longtail,85,70.34,65.7
CAPT,client-longtail,86,70.11,64.05
CAPT,client-longtail,87,69.88,63.9
CAPT,client-longtail,88,70.04,66.1
CAPT,client-longtail,89,69.91,64.7
CAPT,client-longtail,90,69.8,64.6
CAPT,client-longtail,91,69.65,65.1
CAPT,client-longtail,92,69.67,65.35
CAPT,client-longtail,93,69.95,64.6
CAPT,client-longtail,94,69.76,63.8
CAPT,client-longtail,95,69.77,63.75
CAPT,client-longtail,96,70.03,65.0
CAPT,client-longtail,97,70.08,65.0
CAPT,client-longtail,98,69.85,64.4
CAPT,client-longtail,99,70.22,64.5
CAPT,client-longtail,100,70.09,65.35
