method,partition,class_id,last20_accuracy
Full-1,client-longtail,14,76.00000000
Full-1,client-longtail,15,84.25000000
Full-1,client-longtail,16,86.85000000
Full-1,client-longtail,17,83.00000000
Full-1,client-longtail,18,56.80000000
Full-1,client-longtail,19,79.00000000
Full-1,client-longtail,20,88.90000000
Full-1,client-longtail,21,86.00000000
Full-1,client-longtail,22,84.00000000
Full-1,client-longtail,23,74.00000000
Full-1,client-longtail,24,72.80000000
Full-1,client-longtail,25,66.30000000
Full-1,client-longtail,26,61.00000000
Full-1,client-longtail,27,51.00000000
Full-1,client-longtail,28,73.80000000
Full-1,client-longtail,29,69.95000000
Full-1,client-longtail,30,58.80000000
Full-1,client-longtail,31,77.00000000
Full-1,client-longtail,32,43.80000000
Full-1,client-longtail,33,66.65000000
Full-1,client-longtail,34,76.00000000
Full-1,client-longtail,35,71.60000000
Full-1,client-longtail,36,71.60000000
Full-1,client-longtail,37,89.00000000
Full-1,client-longtail,38,72.45000000
Full-1,client-longtail,39,82.00000000
Full-1,client-longtail,40,73.75000000
Full-1,client-longtail,41,89.55000000
Full-1,client-longtail,42,44.00000000
Full-1,client-longtail,43,82.55000000
Full-1,client-longtail,44,67.30000000
Full-1,client-longtail,45,43.55000000
Full-1,client-longtail,46,71.35000000
Full-1,client-longtail,47,47.00000000
Full-1,client-longtail,48,94.90000000
Full-1,client-longtail,49,90.00000000
Full-1,client-longtail,50,30.55000000
Full-1,client-longtail,51,74.75000000
Full-1,client-longtail,52,56.15000000
Full-1,client-longtail,53,97.00000000
Full-1,client-longtail,54,82.20000000
Full-1,client-longtail,55,31.20000000
Full-1,client-longtail,56,87.00000000
Full-1,client-longtail,57,73.75000000
Full-1,client-longtail,58,92.00000000
Full-1,client-longtail,59,79.00000000
Full-1,client-longtail,60,75.60000000
Full-1,client-longtail,61,73.10000000
Full-1,client-longtail,62,74.00000000
Full-1,client-longtail,63,22.80000000
Full-1,client-longtail,64,64.15000000
Full-1,client-longtail,65,63.15000000
Full-1,client-longtail,66,71.00000000
Full-1,client-longtail,67,36.05000000
Full-1,client-longtail,68,94.60000000
Full-1,client-longtail,69,80.65000000
Full-1,client-longtail,70,69.90000000
Full-1,client-longtail,71,85.80000000
Full-1,client-longtail,72,56.20000000
Full-1,client-longtail,73,71.60000000
Full-1,client-longtail,74,41.50000000
Full-1,client-longtail,75,72.15000000
Full-1,client-longtail,76,81.00000000
Full-1,client-longtail,77,69.00000000
Full-1,client-longtail,78,64.25000000
Full-1,client-longtail,79,64.00000000
Full-1,client-longtail,80,45.15000000
Full-1,client-longtail,81,46.80000000
Full-1,client-longtail,82,91.00000000
Full-1,client-longtail,83,70.55000000
Full-1,client-longtail,84,69.80000000
Full-1,client-longtail,85,83.00000000
Full-1,client-longtail,86,70.45000000
Full-1,client-longtail,87,85.95000000
Full-1,client-longtail,88,65.25000000
Full-1,client-longtail,89,78.65000000
Full-1,client-longtail,90,83.75000000
Full-1,client-longtail,91,68.85000000
Full-1,client-longtail,92,73.10000000
Full-1,client-longtail,93,48.00000000
Full-1,client-longtail,94,80.60000000
Full-1,client-longtail,95,56.45000000
Full-1,client-longtail,96,68.65000000
Full-1,client-longtail,97,51.80000000
Full-1,client-longtail,98,69.65000000
Full-1,client-longtail,99,71.15000000
Full-3,client-longtail,0,89.55000000
Full-3,client-longtail,1,76.85000000
Full-3,client-longtail,2,83.00000000
Full-3,client-longtail,3,67.90000000
Full-3,client-longtail,4,44.35000000
Full-3,client-longtail,5,77.70000000
Full-3,client-longtail,6,81.00000000
Full-3,client-longtail,7,68.55000000
Full-3,client-longtail,8,89.45000000
Full-3,client-longtail,9,89.85000000
Full-3,client-longtail,10,53.25000000
Full-3,client-longtail,11,73.45000000
Full-3,client-longtail,12,86.55000000
Full-3,client-longtail,13,83.80000000
Full-3,client-longtail,14,76.00000000
Full-3,client-longtail,15,84.55000000
Full-3,client-longtail,16,86.45000000
Full-3,client-longtail,17,83.00000000
Full-3,client-longtail,18,55.80000000
Full-3,client-longtail,19,79.00000000
Full-3,client-longtail,20,90.00000000
Full-3,client-longtail,21,86.00000000
Full-3,client-longtail,22,84.00000000
Full-3,client-longtail,23,74.00000000
Full-3,client-longtail,24,72.50000000
Full-3,client-longtail,25,64.00000000
Full-3,client-longtail,26,60.95000000
Full-3,client-longtail,27,51.75000000
Full-3,client-longtail,28,71.95000000
Full-3,client-longtail,29,69.70000000
Full-3,client-longtail,30,58.50000000
Full-3,client-longtail,31,77.00000000
Full-3,client-longtail,32,43.15000000
Full-3,client-longtail,33,65.50000000
Full-3,client-longtail,34,76.00000000
Full-3,client-longtail,35,71.00000000
Full-3,client-longtail,36,71.10000000
Full-3,client-longtail,37,89.00000000
Full-3,client-longtail,38,72.00000000
Full-3,client-longtail,39,82.00000000
Full-3,client-longtail,40,73.50000000
Full-3,client-longtail,41,89.40000000
Full-3,client-longtail,42,43.30000000
Full-3,client-longtail,43,82.70000000
Full-3,client-longtail,44,66.20000000
Full-3,client-longtail,45,43.00000000
Full-3,client-longtail,46,70.40000000
Full-3,client-longtail,47,47.00000000
Full-3,client-longtail,48,94.00000000
Full-3,client-longtail,49,90.00000000
Full-3,client-longtail,50,29.55000000
Full-3,client-longtail,51,73.65000000
Full-3,client-longtail,52,55.25000000
Full-3,client-longtail,53,97.00000000
Full-3,client-longtail,54,82.15000000
Full-3,client-longtail,55,31.40000000
Full-3,client-longtail,56,87.00000000
Full-3,client-longtail,57,74.00000000
Full-3,client-longtail,58,92.00000000
Full-3,client-longtail,59,79.00000000
Full-3,client-longtail,60,76.25000000
Full-3,client-longtail,61,72.70000000
Full-3,client-longtail,62,73.55000000
Full-3,client-longtail,63,21.25000000
Full-3,client-longtail,64,63.60000000
Full-3,client-longtail,65,64.00000000
Full-3,client-longtail,66,71.00000000
Full-3,client-longtail,67,36.00000000
Full-3,client-longtail,68,94.95000000
Full-3,client-longtail,69,80.40000000
Full-3,client-longtail,70,69.75000000
Full-3,client-longtail,71,85.80000000
Full-3,client-longtail,72,56.80000000
Full-3,client-longtail,73,71.35000000
Full-3,client-longtail,74,42.20000000
Full-3,client-longtail,75,72.80000000
Full-3,client-longtail,76,81.00000000
Full-3,client-longtail,77,69.00000000
Full-3,client-longtail,78,64.45000000
Full-3,client-longtail,79,64.75000000
Full-3,client-longtail,80,46.05000000
Full-3,client-longtail,81,47.00000000
Full-3,client-longtail,82,91.00000000
Full-3,client-longtail,83,70.90000000
Full-3,client-longtail,84,70.70000000
Full-3,client-longtail,85,83.00000000
Full-3,client-longtail,86,70.00000000
Full-3,client-longtail,87,85.65000000
Full-3,client-longtail,88,66.20000000
Full-3,client-longtail,89,79.90000000
Full-3,client-longtail,90,83.15000000
Full-3,client-longtail,91,68.50000000
Full-3,client-longtail,92,74.05000000
Full-3,client-longtail,93,48.25000000
Full-3,client-longtail,94,80.15000000
Full-3,client-longtail,95,57.25000000
Full-3,client-longtail,96,71.10000000
Full-3,client-longtail,97,52.60000000
Full-3,client-longtail,98,70.10000000
Full-3,client-longtail,99,71.95000000
Full-10,client-longtail,0,88.00000000
Full-10,client-longtail,1,76.70000000
Full-10,client-longtail,2,83.00000000
Full-10,client-longtail,3,67.00000000
Full-10,client-longtail,4,46.75000000
Full-10,client-longtail,5,75.00000000
Full-10,client-longtail,6,81.00000000
Full-10,client-longtail,7,66.65000000
Full-10,client-longtail,8,88.00000000
Full-10,client-longtail,9,90.00000000
Full-10,client-longtail,10,53.95000000
Full-10,client-longtail,11,73.00000000
Full-10,client-longtail,12,85.45000000
Full-10,client-longtail,13,82.45000000
Full-10,client-longtail,14,75.10000000
Full-10,client-longtail,15,87.00000000
Full-10,client-longtail,16,85.00000000
Full-10,client-longtail,17,83.25000000
Full-10,client-longtail,18,54.20000000
Full-10,client-longtail,19,79.00000000
Full-10,client-longtail,20,91.00000000
Full-10,client-longtail,21,86.00000000
Full-10,client-longtail,22,84.00000000
Full-10,client-longtail,23,74.90000000
Full-10,client-longtail,24,72.80000000
Full-10,client-longtail,25,61.00000000
Full-10,client-longtail,26,63.00000000
Full-10,client-longtail,27,51.75000000
Full-10,client-longtail,28,64.00000000
Full-10,client-longtail,29,71.00000000
Full-10,client-longtail,30,56.85000000
Full-10,client-longtail,31,78.00000000
Full-10,client-longtail,32,41.00000000
Full-10,client-longtail,33,62.00000000
Full-10,client-longtail,34,79.15000000
Full-10,client-longtail,35,69.45000000
Full-10,client-longtail,36,72.00000000
Full-10,client-longtail,37,90.00000000
Full-10,client-longtail,38,72.00000000
Full-10,client-longtail,39,83.00000000
Full-10,client-longtail,40,73.00000000
Full-10,client-longtail,41,90.00000000
Full-10,client-longtail,42,30.80000000
Full-10,client-longtail,43,85.00000000
Full-10,client-longtail,44,64.10000000
Full-10,client-longtail,45,41.00000000
Full-10,client-longtail,46,67.00000000
Full-10,client-longtail,47,45.20000000
Full-10,client-longtail,48,92.00000000
Full-10,client-longtail,49,90.00000000
Full-10,client-longtail,50,21.00000000
Full-10,client-longtail,51,72.60000000
Full-10,client-longtail,52,52.30000000
Full-10,client-longtail,53,97.00000000
Full-10,client-longtail,54,81.70000000
Full-10,client-longtail,55,30.55000000
Full-10,client-longtail,56,87.00000000
Full-10,client-longtail,57,75.65000000
Full-10,client-longtail,58,92.00000000
Full-10,client-longtail,59,78.00000000
Full-10,client-longtail,60,74.00000000
Full-10,client-longtail,61,70.00000000
Full-10,client-longtail,62,71.95000000
Full-10,client-longtail,63,20.00000000
Full-10,client-longtail,64,62.40000000
Full-10,client-longtail,65,65.00000000
Full-10,client-longtail,66,68.60000000
Full-10,client-longtail,67,32.35000000
Full-10,client-longtail,68,96.00000000
Full-10,client-longtail,69,81.00000000
Full-10,client-longtail,70,68.75000000
Full-10,client-longtail,71,85.00000000
Full-10,client-longtail,72,55.10000000
Full-10,client-longtail,73,72.00000000
Full-10,client-longtail,74,50.00000000
Full-10,client-longtail,75,73.70000000
Full-10,client-longtail,76,81.60000000
Full-10,client-longtail,77,72.30000000
Full-10,client-longtail,78,59.70000000
Full-10,client-longtail,79,66.30000000
Full-10,client-longtail,80,48.00000000
Full-10,client-longtail,81,47.35000000
Full-10,client-longtail,82,91.00000000
Full-10,client-longtail,83,74.30000000
Full-10,client-longtail,84,72.00000000
Full-10,client-longtail,85,84.00000000
Full-10,client-longtail,86,69.70000000
Full-10,client-longtail,87,85.00000000
Full-10,client-longtail,88,69.30000000
Full-10,client-longtail,89,82.00000000
Full-10,client-longtail,90,83.00000000
Full-10,client-longtail,91,67.00000000
Full-10,client-longtail,92,75.30000000
Full-10,client-longtail,93,47.85000000
Full-10,client-longtail,94,82.00000000
Full-10,client-longtail,95,59.15000000
Full-10,client-longtail,96,75.05000000
Full-10,client-longtail,97,59.85000000
Full-10,client-longtail,98,71.00000000
Full-10,client-longtail,99,78.60000000
Current-10,client-longtail,0,90.70000000
Current-10,client-longtail,1,76.90000000
Current-10,client-longtail,2,83.00000000
Current-10,client-longtail,3,67.30000000
Current-10,client-longtail,4,44.45000000
Current-10,client-longtail,5,78.30000000
Current-10,client-longtail,6,81.45000000
Current-10,client-longtail,7,68.65000000
Current-10,client-longtail,8,89.65000000
Current-10,client-longtail,9,89.45000000
Current-10,client-longtail,10,54.00000000
Current-10,client-longtail,11,73.75000000
Current-10,client-longtail,12,87.60000000
Current-10,client-longtail,13,84.00000000
Current-10,client-longtail,14,76.00000000
Current-10,client-longtail,15,84.30000000
Current-10,client-longtail,16,86.80000000
Current-10,client-longtail,17,83.00000000
Current-10,client-longtail,18,56.70000000
Current-10,client-longtail,19,79.00000000
Current-10,client-longtail,20,88.75000000
Current-10,client-longtail,21,86.00000000
Current-10,client-longtail,22,84.00000000
Current-10,client-longtail,23,74.00000000
Current-10,client-longtail,24,72.70000000
Current-10,client-longtail,25,66.65000000
Current-10,client-longtail,26,61.00000000
Current-10,client-longtail,27,51.10000000
Current-10,client-longtail,28,73.55000000
Current-10,client-longtail,29,69.85000000
Current-10,client-longtail,30,58.75000000
Current-10,client-longtail,31,77.00000000
Current-10,client-longtail,32,43.60000000
Current-10,client-longtail,33,66.75000000
Current-10,client-longtail,34,76.00000000
Current-10,client-longtail,35,71.30000000
Current-10,client-longtail,36,71.70000000
Current-10,client-longtail,37,89.00000000
Current-10,client-longtail,38,72.35000000
Current-10,client-longtail,39,82.00000000
Current-10,client-longtail,40,73.70000000
Current-10,client-longtail,41,89.50000000
Current-10,client-longtail,42,43.95000000
Current-10,client-longtail,43,82.40000000
Current-10,client-longtail,44,67.00000000
Current-10,client-longtail,45,43.65000000
Current-10,client-longtail,46,71.40000000
Current-10,client-longtail,47,47.15000000
Current-10,client-longtail,48,94.90000000
Current-10,client-longtail,49,90.00000000
Current-10,client-longtail,50,30.55000000
Current-10,client-longtail,51,74.60000000
Current-10,client-longtail,52,56.10000000
Current-10,client-longtail,53,97.00000000
Current-10,client-longtail,54,81.70000000
Current-10,client-longtail,55,31.45000000
Current-10,client-longtail,56,87.00000000
Current-10,client-longtail,57,73.50000000
Current-10,client-longtail,58,92.00000000
Current-10,client-longtail,59,79.00000000
Current-10,client-longtail,60,75.55000000
Current-10,client-longtail,61,73.15000000
Current-10,client-longtail,62,73.70000000
Current-10,client-longtail,63,22.90000000
Current-10,client-longtail,64,64.25000000
Current-10,client-longtail,65,63.15000000
Current-10,client-longtail,66,71.00000000
Current-10,client-longtail,67,36.00000000
Current-10,client-longtail,68,94.75000000
Current-10,client-longtail,69,80.65000000
Current-10,client-longtail,70,69.75000000
Current-10,client-longtail,71,85.45000000
Current-10,client-longtail,72,55.95000000
Current-10,client-longtail,73,71.60000000
Current-10,client-longtail,74,40.90000000
Current-10,client-longtail,75,72.25000000
Current-10,client-longtail,76,81.00000000
Current-10,client-longtail,77,69.00000000
Current-10,client-longtail,78,64.05000000
Current-10,client-longtail,79,64.20000000
Current-10,client-longtail,80,45.20000000
Current-10,client-longtail,81,46.85000000
Current-10,client-longtail,82,91.00000000
Current-10,client-longtail,83,70.45000000
Current-10,client-longtail,84,69.85000000
Current-10,client-longtail,85,83.00000000
Current-10,client-longtail,86,70.45000000
Current-10,client-longtail,87,85.90000000
Current-10,client-longtail,88,65.40000000
Current-10,client-longtail,89,79.00000000
Current-10,client-longtail,90,83.60000000
Current-10,client-longtail,91,69.00000000
Current-10,client-longtail,92,73.20000000
Current-10,client-longtail,93,48.05000000
Current-10,client-longtail,94,80.65000000
Current-10,client-longtail,95,56.70000000
Current-10,client-longtail,96,68.90000000
Current-10,client-longtail,97,51.50000000
Current-10,client-longtail,98,69.90000000
Current-10,client-longtail,99,70.65000000
Flat-10,client-longtail,0,89.00000000
Flat-10,client-longtail,1,76.85000000
Flat-10,client-longtail,2,83.00000000
Flat-10,client-longtail,3,66.70000000
Flat-10,client-longtail,4,44.85000000
Flat-10,client-longtail,5,76.00000000
Flat-10,client-longtail,6,81.00000000
Flat-10,client-longtail,7,67.05000000
Flat-10,client-longtail,8,89.00000000
Flat-10,client-longtail,9,90.00000000
Flat-10,client-longtail,10,53.35000000
Flat-10,client-longtail,11,73.30000000
Flat-10,client-longtail,12,86.45000000
Flat-10,client-longtail,13,83.00000000
Flat-10,client-longtail,14,75.90000000
Flat-10,client-longtail,15,85.00000000
Flat-10,client-longtail,16,86.00000000
Flat-10,client-longtail,17,83.00000000
Flat-10,client-longtail,18,54.70000000
Flat-10,client-longtail,19,79.00000000
Flat-10,client-longtail,20,90.00000000
Flat-10,client-longtail,21,86.00000000
Flat-10,client-longtail,22,84.00000000
Flat-10,client-longtail,23,74.00000000
Flat-10,client-longtail,24,71.80000000
Flat-10,client-longtail,25,61.45000000
Flat-10,client-longtail,26,62.05000000
Flat-10,client-longtail,27,53.00000000
Flat-10,client-longtail,28,67.80000000
Flat-10,client-longtail,29,71.05000000
Flat-10,client-longtail,30,58.00000000
Flat-10,client-longtail,31,77.00000000
Flat-10,client-longtail,32,41.80000000
Flat-10,client-longtail,33,64.00000000
Flat-10,client-longtail,34,77.00000000
Flat-10,client-longtail,35,70.90000000
Flat-10,client-longtail,36,71.90000000
Flat-10,client-longtail,37,89.55000000
Flat-10,client-longtail,38,72.00000000
Flat-10,client-longtail,39,82.10000000
Flat-10,client-longtail,40,73.00000000
Flat-10,client-longtail,41,89.15000000
Flat-10,client-longtail,42,39.35000000
Flat-10,client-longtail,43,83.55000000
Flat-10,client-longtail,44,65.60000000
Flat-10,client-longtail,45,42.40000000
Flat-10,client-longtail,46,68.25000000
Flat-10,client-longtail,47,46.00000000
Flat-10,client-longtail,48,93.60000000
Flat-10,client-longtail,49,90.00000000
Flat-10,client-longtail,50,25.70000000
Flat-10,client-longtail,51,73.00000000
Flat-10,client-longtail,52,53.95000000
Flat-10,client-longtail,53,97.00000000
Flat-10,client-longtail,54,81.65000000
Flat-10,client-longtail,55,30.75000000
Flat-10,client-longtail,56,87.00000000
Flat-10,client-longtail,57,74.55000000
Flat-10,client-longtail,58,92.00000000
Flat-10,client-longtail,59,78.90000000
Flat-10,client-longtail,60,76.30000000
Flat-10,client-longtail,61,72.10000000
Flat-10,client-longtail,62,73.15000000
Flat-10,client-longtail,63,20.30000000
Flat-10,client-longtail,64,63.00000000
Flat-10,client-longtail,65,64.30000000
Flat-10,client-longtail,66,70.95000000
Flat-10,client-longtail,67,35.00000000
Flat-10,client-longtail,68,95.00000000
Flat-10,client-longtail,69,80.80000000
Flat-10,client-longtail,70,70.00000000
Flat-10,client-longtail,71,85.55000000
Flat-10,client-longtail,72,56.00000000
Flat-10,client-longtail,73,71.60000000
Flat-10,client-longtail,74,46.70000000
Flat-10,client-longtail,75,73.05000000
Flat-10,client-longtail,76,81.00000000
Flat-10,client-longtail,77,70.85000000
Flat-10,client-longtail,78,62.15000000
Flat-10,client-longtail,79,65.00000000
Flat-10,client-longtail,80,47.00000000
Flat-10,client-longtail,81,47.00000000
Flat-10,client-longtail,82,91.00000000
Flat-10,client-longtail,83,72.80000000
Flat-10,client-longtail,84,72.00000000
Flat-10,client-longtail,85,83.10000000
Flat-10,client-longtail,86,70.00000000
Flat-10,client-longtail,87,85.00000000
Flat-10,client-longtail,88,69.15000000
Flat-10,client-longtail,89,81.00000000
Flat-10,client-longtail,90,83.00000000
Flat-10,client-longtail,91,67.80000000
Flat-10,client-longtail,92,74.45000000
Flat-10,client-longtail,93,48.45000000
Flat-10,client-longtail,94,80.05000000
Flat-10,client-longtail,95,58.00000000
Flat-10,client-longtail,96,73.95000000
Flat-10,client-longtail,97,54.90000000
Flat-10,client-longtail,98,70.25000000
Flat-10,client-longtail,99,74.40000000
CAPT,client-longtail,0,95.20000000
CAPT,client-longtail,1,90.20000000
CAPT,client-longtail,2,81.80000000
CAPT,client-longtail,3,64.45000000
CAPT,client-longtail,4,50.00000000
CAPT,client-longtail,5,83.25000000
CAPT,client-longtail,6,85.80000000
CAPT,client-longtail,7,83.00000000
CAPT,client-longtail,8,89.70000000
CAPT,client-longtail,9,95.90000000
CAPT,client-longtail,10,59.75000000
CAPT,client-longtail,11,78.10000000
CAPT,client-longtail,12,89.00000000
CAPT,client-longtail,13,80.00000000
CAPT,client-longtail,14,83.30000000
CAPT,client-longtail,15,88.10000000
CAPT,client-longtail,16,88.75000000
CAPT,client-longtail,17,89.40000000
CAPT,client-longtail,18,77.95000000
CAPT,client-longtail,19,82.65000000
CAPT,client-longtail,20,92.55000000
CAPT,client-longtail,21,92.15000000
CAPT,client-longtail,22,76.45000000
CAPT,client-longtail,23,88.15000000
CAPT,client-longtail,24,82.00000000
CAPT,client-longtail,25,64.40000000
CAPT,client-longtail,26,68.30000000
CAPT,client-longtail,27,53.70000000
CAPT,client-longtail,28,85.80000000
CAPT,client-longtail,29,65.60000000
CAPT,client-longtail,30,50.25000000
CAPT,client-longtail,31,79.45000000
CAPT,client-longtail,32,46.65000000
CAPT,client-longtail,33,63.80000000
CAPT,client-longtail,34,69.80000000
CAPT,client-longtail,35,68.25000000
CAPT,client-longtail,36,80.50000000
CAPT,client-longtail,37,86.40000000
CAPT,client-longtail,38,55.75000000
CAPT,client-longtail,39,73.85000000
CAPT,client-longtail,40,67.30000000
CAPT,client-longtail,41,90.60000000
CAPT,client-longtail,42,42.90000000
CAPT,client-longtail,43,67.65000000
CAPT,client-longtail,44,48.15000000
CAPT,client-longtail,45,33.90000000
CAPT,client-longtail,46,53.80000000
CAPT,client-longtail,47,47.75000000
CAPT,client-longtail,48,95.10000000
CAPT,client-longtail,49,92.75000000
CAPT,client-longtail,50,40.45000000
CAPT,client-longtail,51,84.35000000
CAPT,client-longtail,52,36.45000000
CAPT,client-longtail,53,94.85000000
CAPT,client-longtail,54,79.50000000
CAPT,client-longtail,55,48.60000000
CAPT,client-longtail,56,87.15000000
CAPT,client-longtail,57,79.90000000
CAPT,client-longtail,58,94.20000000
CAPT,client-longtail,59,73.75000000
CAPT,client-longtail,60,74.80000000
CAPT,client-longtail,61,56.45000000
CAPT,client-longtail,62,59.60000000
CAPT,client-longtail,63,35.25000000
CAPT,client-longtail,64,45.35000000
CAPT,client-longtail,65,65.65000000
CAPT,client-longtail,66,65.90000000
CAPT,client-longtail,67,47.70000000
CAPT,client-longtail,68,99.20000000
CAPT,client-longtail,69,71.75000000
CAPT,client-longtail,70,67.50000000
CAPT,client-longtail,71,69.95000000
CAPT,client-longtail,72,38.45000000
CAPT,client-longtail,73,67.75000000
CAPT,client-longtail,74,51.05000000
CAPT,client-longtail,75,55.20000000
CAPT,client-longtail,76,81.90000000
CAPT,client-longtail,77,69.90000000
CAPT,client-longtail,78,69.30000000
CAPT,client-longtail,79,70.25000000
CAPT,client-longtail,80,56.75000000
CAPT,client-longtail,81,41.55000000
CAPT,client-longtail,82,92.75000000
CAPT,client-longtail,83,73.90000000
CAPT,client-longtail,84,58.25000000
CAPT,client-longtail,85,71.40000000
CAPT,client-longtail,86,66.40000000
CAPT,client-longtail,87,86.50000000
CAPT,client-longtail,88,40.90000000
CAPT,client-longtail,89,76.60000000
CAPT,client-longtail,90,72.00000000
CAPT,client-longtail,91,28.95000000
CAPT,client-longtail,92,77.50000000
CAPT,client-longtail,93,43.30000000
CAPT,client-longtail,94,76.10000000
CAPT,client-longtail,95,66.70000000
CAPT,client-longtail,96,64.15000000
CAPT,client-longtail,97,61.35000000
CAPT,client-longtail,98,76.05000000
CAPT,client-longtail,99,65.25000000
